0.001863	0.000339	0.00231807665772	-1294.96134579	349341611.974	-1.18169867786e+14	2.41284739855e+19	-1.84760884797e+24
0.001863	-0.000339	0.00231807665772	-1294.96134579	349341611.974	-1.18169867786e+14	2.41284739855e+19	-1.84760884797e+24
0.000773	0.000177	0.000717172536268	-639.9940418	195666996.737	-4.44862099006e+13	6.68199864644e+18	-4.34170135931e+23
0.000773	-0.000177	0.000717172536268	-639.9940418	195666996.737	-4.44862099006e+13	6.68199864644e+18	-4.34170135931e+23
0.001632	0.000177	0.00200927848558	-1152.54860393	168980492.275	-1.75562457343e+13	2.66378485832e+18	-2.33713340941e+23
0.001632	-0.000177	0.00200927848558	-1152.54860393	168980492.275	-1.75562457343e+13	2.66378485832e+18	-2.33713340941e+23
0.002358	8.1e-05	0.0023013263213	-651.435990662	1203605.74186	9.90369914626e+12	-2.11683575951e+18	1.93555238533e+23
0.002358	-8.1e-05	0.0023013263213	-651.435990662	1203605.74186	9.90369914626e+12	-2.11683575951e+18	1.93555238533e+23
0.002259	0.000177	0.00233505064503	-800.702413094	78777198.064	-1.71353550232e+13	2.97444724441e+18	-1.76166917218e+23
0.002259	-0.000177	0.00233505064503	-800.702413094	78777198.064	-1.71353550232e+13	2.97444724441e+18	-1.76166917218e+23
0.001599	0.000145	0.00195970301474	-1130.49775795	151304357.739	-7.47991131038e+12	4.04969283092e+17	-5.74004242552e+22
0.001599	-0.000145	0.00195970301474	-1130.49775795	151304357.739	-7.47991131038e+12	4.04969283092e+17	-5.74004242552e+22
0.002523	0.0005	0.00235203998559	-177.667368371	-413027044.816	1.95811896722e+14	-4.20054514788e+19	3.35207365898e+24
0.002523	-0.0005	0.00235203998559	-177.667368371	-413027044.816	1.95811896722e+14	-4.20054514788e+19	3.35207365898e+24
0.001103	0.000274	0.00128861655741	-881.528528244	41479809.7563	6.03593234522e+13	-1.60802356607e+19	1.29567385074e+24
0.001103	-0.000274	0.00128861655741	-881.528528244	41479809.7563	6.03593234522e+13	-1.60802356607e+19	1.29567385074e+24
0.000608	0.000145	0.000468156176902	-469.650560679	193892982.337	-6.05201637902e+13	1.08563995622e+19	-7.74041878759e+23
0.000608	-0.000145	0.000468156176902	-469.650560679	193892982.337	-6.05201637902e+13	1.08563995622e+19	-7.74041878759e+23
0.000674	0.000274	0.000590802332661	-603.469520683	252439236.545	-7.88273552841e+13	1.40696288663e+19	-9.974015625e+23
0.000674	-0.000274	0.000590802332661	-603.469520683	252439236.545	-7.88273552841e+13	1.40696288663e+19	-9.974015625e+23
0.000938	0.000306	0.00102844417342	-813.563475727	136145957.593	6.99005421106e+12	-5.19723648402e+18	4.99946314816e+23
0.000938	-0.000306	0.00102844417342	-813.563475727	136145957.593	6.99005421106e+12	-5.19723648402e+18	4.99946314816e+23
0.003184	0.000339	0.00182352236428	206.093323133	-84515523.0896	-3.11848101005e+13	1.16800121058e+19	-1.0804921517e+24
0.003184	-0.000339	0.00182352236428	206.093323133	-84515523.0896	-3.11848101005e+13	1.16800121058e+19	-1.0804921517e+24
0.000674	0.000242	0.000581748571402	-582.246940946	235000486.391	-7.1515060385e+13	1.26340043203e+19	-8.92077684075e+23
0.000674	-0.000242	0.000581748571402	-582.246940946	235000486.391	-7.1515060385e+13	1.26340043203e+19	-8.92077684075e+23
0.002391	0.000532	0.00246748636323	-519.485538888	-192313565.375	1.12809606813e+14	-2.66715574301e+19	2.26588272549e+24
0.002391	-0.000532	0.00246748636323	-519.485538888	-192313565.375	1.12809606813e+14	-2.66715574301e+19	2.26588272549e+24
0.001896	4.8e-05	0.00220813622976	-1114.07130463	214501163.972	-5.54692970523e+13	1.07555569068e+19	-8.15747046314e+23
0.001896	-4.8e-05	0.00220813622976	-1114.07130463	214501163.972	-5.54692970523e+13	1.07555569068e+19	-8.15747046314e+23
0.002556	1.6e-05	0.00223150839665	-372.168936349	-122951911.657	4.81838873416e+13	-8.86535436895e+18	6.62550656095e+23
0.002556	-1.6e-05	0.00223150839665	-372.168936349	-122951911.657	4.81838873416e+13	-8.86535436895e+18	6.62550656095e+23
0.000707	0.000242	0.000631571496928	-613.651957029	231144175.364	-6.61419471628e+13	1.13352688603e+19	-7.8826406938e+23
0.000707	-0.000242	0.000631571496928	-613.651957029	231144175.364	-6.61419471628e+13	1.13352688603e+19	-7.8826406938e+23
0.001698	4.8e-05	0.00204572670363	-1136.87370001	182030215.782	-2.79228768954e+13	4.7975915509e+18	-3.82708798348e+23
0.001698	-4.8e-05	0.00204572670363	-1136.87370001	182030215.782	-2.79228768954e+13	4.7975915509e+18	-3.82708798348e+23
0.000872	0.000306	0.000918503065558	-778.71123753	183511976.774	-2.21472471719e+13	1.08082282809e+18	2.19942875072e+22
0.000872	-0.000306	0.000918503065558	-778.71123753	183511976.774	-2.21472471719e+13	1.08082282809e+18	2.19942875072e+22
0.001599	0.0005	0.00222645192252	-1355.82881365	209346483.358	-3.50681292732e+13	8.45747067646e+18	-8.15331197714e+23
0.001599	-0.0005	0.00222645192252	-1355.82881365	209346483.358	-3.50681292732e+13	8.45747067646e+18	-8.15331197714e+23
0.001202	1.6e-05	0.00138222564429	-910.333049115	77513878.8012	3.55751289986e+13	-1.00908310385e+19	8.05681699976e+23
0.001202	-1.6e-05	0.00138222564429	-910.333049115	77513878.8012	3.55751289986e+13	-1.00908310385e+19	8.05681699976e+23
0.001269	0.00021	0.00152625223116	-962.963570403	35813157.2085	6.11665401531e+13	-1.5366618244e+19	1.19157021789e+24
0.001269	-0.00021	0.00152625223116	-962.963570403	35813157.2085	6.11665401531e+13	-1.5366618244e+19	1.19157021789e+24
0.002788	0.0005	0.00213425965168	268.105776184	-518896038.414	1.85603687346e+14	-3.30316275636e+19	2.2979317317e+24
0.002788	-0.0005	0.00213425965168	268.105776184	-518896038.414	1.85603687346e+14	-3.30316275636e+19	2.2979317317e+24
0.001797	0.000242	0.00220176483634	-1215.98694018	260412085.36	-7.12266030994e+13	1.42131797147e+19	-1.10276366729e+24
0.001797	-0.000242	0.00220176483634	-1215.98694018	260412085.36	-7.12266030994e+13	1.42131797147e+19	-1.10276366729e+24
0.0015	0.0005	0.00209044426841	-1220.44420395	18508256.013	6.82547961363e+13	-1.37812330567e+19	8.75728081009e+23
0.0015	-0.0005	0.00209044426841	-1220.44420395	18508256.013	6.82547961363e+13	-1.37812330567e+19	8.75728081009e+23
0.002061	0.000339	0.00240497086637	-1152.8507669	304452141.7	-1.08069226812e+14	2.14269050444e+19	-1.57788052136e+24
0.002061	-0.000339	0.00240497086637	-1152.8507669	304452141.7	-1.08069226812e+14	2.14269050444e+19	-1.57788052136e+24
0.001698	0.000177	0.00207942816823	-1170.86107254	199003384.755	-3.57851843384e+13	6.60347738049e+18	-5.30034858543e+23
0.001698	-0.000177	0.00207942816823	-1170.86107254	199003384.755	-3.57851843384e+13	6.60347738049e+18	-5.30034858543e+23
