#Aext = 8.000000
#AirD = 0.025800
#K = 404.090000
#k3 = 1767500.000000
#k5 = 0.000000
#Scale = 1.207000
50	0.000219727	0.299851
50.0164	0.000219727	0.29995
50.0329	0.000219727	0.300049
50.0493	0.000219727	0.300147
50.0658	0.000219727	0.300246
50.0822	0.000219727	0.300345
50.0987	0.000219727	0.300443
50.1151	0.000219727	0.300542
50.1316	0.000229492	0.313878
50.148	0.000229492	0.313981
50.1645	0.000229492	0.314084
50.1809	0.000229492	0.314187
50.1974	0.000229492	0.31429
50.2138	0.000229492	0.314393
50.2303	0.000229492	0.314496
50.2467	0.000229492	0.314599
50.2632	0.000229492	0.314702
50.2796	0.000229492	0.314805
50.2961	0.000229492	0.314908
50.3125	0.000229492	0.315011
50.3289	0.000229492	0.315113
50.3454	0.000229492	0.315216
50.3618	0.000229492	0.315319
50.3783	0.000229492	0.315422
50.3947	0.000229492	0.315525
50.4112	0.000229492	0.315628
50.4276	0.000229492	0.315731
50.4441	0.000229492	0.315834
50.4605	0.000229492	0.315937
50.477	0.000229492	0.31604
50.4934	0.000229492	0.316143
50.5099	0.000239258	0.329567
50.5263	0.000239258	0.329674
50.5428	0.000239258	0.329782
50.5592	0.000239258	0.329889
50.5757	0.000239258	0.329996
50.5921	0.000239258	0.330104
50.6086	0.000239258	0.330211
50.625	0.000239258	0.330318
50.6414	0.000239258	0.330426
50.6579	0.000239258	0.330533
50.6743	0.000239258	0.33064
50.6908	0.000239258	0.330748
50.7072	0.000239258	0.330855
50.7237	0.000239258	0.330962
50.7401	0.000239258	0.331069
50.7566	0.000239258	0.331177
50.773	0.000239258	0.331284
50.7895	0.000239258	0.331391
50.8059	0.000239258	0.331499
50.8224	0.000239258	0.331606
50.8388	0.000239258	0.331713
50.8553	0.000249023	0.345216
50.8717	0.000249023	0.345327
50.8882	0.000249023	0.345439
50.9046	0.000249023	0.34555
50.9211	0.000249023	0.345662
50.9375	0.000249023	0.345774
50.9539	0.000249023	0.345885
50.9704	0.000249023	0.345997
50.9868	0.000249023	0.346109
51.0033	0.000249023	0.34622
51.0197	0.000249023	0.346332
51.0362	0.000249023	0.346444
51.0526	0.000249023	0.346555
51.0691	0.000249023	0.346667
51.0855	0.000249023	0.346779
51.102	0.000249023	0.34689
51.1184	0.000249023	0.347002
51.1349	0.000249023	0.347114
51.1513	0.000249023	0.347225
51.1678	0.000258789	0.360796
51.1842	0.000258789	0.360912
51.2007	0.000258789	0.361028
51.2171	0.000258789	0.361144
51.2336	0.000258789	0.36126
51.25	0.000258789	0.361376
51.2664	0.000258789	0.361492
51.2829	0.000258789	0.361608
51.2993	0.000258789	0.361724
51.3158	0.000258789	0.36184
51.3322	0.000258789	0.361956
51.3487	0.000258789	0.362072
51.3651	0.000258789	0.362188
51.3816	0.000258789	0.362304
51.398	0.000258789	0.36242
51.4145	0.000258789	0.362536
51.4309	0.000258789	0.362652
51.4474	0.000258789	0.362768
51.4638	0.000268555	0.376402
51.4803	0.000268555	0.376523
51.4967	0.000268555	0.376643
51.5132	0.000268555	0.376763
51.5296	0.000268555	0.376883
51.5461	0.000268555	0.377004
51.5625	0.000268555	0.377124
51.5789	0.000268555	0.377244
51.5954	0.000268555	0.377365
51.6118	0.000268555	0.377485
51.6283	0.000268555	0.377605
51.6447	0.000268555	0.377725
51.6612	0.000268555	0.377846
51.6776	0.000268555	0.377966
51.6941	0.000268555	0.378086
51.7105	0.000268555	0.378207
51.727	0.00027832	0.391895
51.7434	0.00027832	0.39202
51.7599	0.00027832	0.392144
51.7763	0.00027832	0.392269
51.7928	0.00027832	0.392394
51.8092	0.00027832	0.392518
51.8257	0.00027832	0.392643
51.8421	0.00027832	0.392767
51.8586	0.00027832	0.392892
51.875	0.00027832	0.393017
