496.54333	0.0200515	7.7904919	4.388556	20.0515
497.51467	0.0198623	7.8061831	4.7643044	19.8623
498.48567	0.019918567	7.8211033	4.8833157	19.918567
499.457	0.020142833	7.8368207	4.6692375	20.142833
500.428	0.0202687	7.851768	4.6685957	20.2687
501.39967	0.0204751	7.8674417	4.5070804	20.4751
502.37067	0.020716333	7.8824168	4.4205731	20.716333
503.342	0.0208194	7.8981869	4.3620724	20.8194
504.31333	0.021069433	7.9139693	4.2120264	21.069433
505.28433	0.021192267	7.9289837	4.1954899	21.192267
506.256	0.0213938	7.9447273	4.0965854	21.3938
507.227	0.0214778	7.9597688	4.0822378	21.4778
508.19833	0.0216464	7.9756023	3.985201	21.6464
509.16933	0.021773567	7.9906694	3.9900258	21.773567
510.14067	0.0218932	8.0071864	3.8853113	21.8932
511.11167	0.021043467	8.0222805	1.3441011	21.043467
512.083	0.020334633	8.0381645	0.79650645	20.334633
513.054	0.020474633	8.0532838	0.78545555	20.474633
514.02533	0.020553333	8.0691917	0.88313073	20.553333
514.997	0.0208558	8.0850572	0.47742408	20.8558
515.968	0.020973533	8.1002143	0.47483066	20.973533
516.93933	0.021146833	8.1161585	0.35735221	21.146833
517.91033	0.021364233	8.13134	0.2296821	21.364233
518.88167	0.0215532	8.1473075	0.19875492	21.5532
519.853	0.0216717	8.1624641	0.15607239	21.6717
520.82433	0.0218103	8.1784556	0.16391864	21.8103
521.79533	0.0219975	8.193686	0.30247704	21.9975
522.76667	0.022075733	8.2097003	0.27544151	22.075733
523.73767	0.022220467	8.2249542	0.32894061	22.220467
524.70933	0.022385867	8.2409472	0.37736442	22.385867
525.68067	0.0224724	8.2569958	0.36410794	22.4724
526.65133	0.022631433	8.2730137	0.40747693	22.631433
527.62267	0.0227322	8.2890849	0.39177235	22.7322
528.59367	0.022850567	8.3043978	0.37233633	22.850567
529.56533	0.022967067	8.3204523	0.38502561	22.967067
530.53633	0.023122333	8.3357889	0.33737936	23.122333
531.50767	0.0232275	8.3519044	0.31797725	23.2275
532.47867	0.023332	8.3672633	0.36895009	23.332
533.45	0.023484733	8.3834002	0.4674195	23.484733
534.42133	0.0235706	8.3987477	0.48299189	23.5706
535.39267	0.023687267	8.4149066	0.44767701	23.687267
536.364	0.023831867	8.4310757	0.41930668	23.831867
537.335	0.0239525	8.4464901	0.36349315	23.9525
538.30633	0.024094867	8.4626799	0.43713805	24.094867
539.27767	0.0241651	8.4780874	0.35708574	24.1651
540.249	0.024304167	8.4942986	0.43492298	24.304167
541.22	0.024427067	8.5097567	0.41618625	24.427067
542.19133	0.024565567	8.5259882	0.42297926	24.565567
543.16233	0.024634433	8.5421802	0.41415895	24.634433
544.13367	0.0247801	8.558433	0.41415326	24.7801
545.10467	0.024874733	8.5739344	0.46499217	24.874733
546.076	0.0250216	8.590207	0.43472197	25.0216
547.04733	0.025162567	8.6064892	0.3842147	25.162567
548.01867	0.025238267	8.6220013	0.39855038	25.238267
548.99	0.025354467	8.6383039	0.4003746	25.354467
549.961	0.025503867	8.653857	0.41780734	25.503867
550.93233	0.025580867	8.6701787	0.43836191	25.580867
551.90333	0.025696733	8.6857518	0.46576709	25.696733
552.875	0.025847367	8.7020774	0.40607497	25.847367
553.846	0.0259225	8.7176712	0.46990538	25.9225
554.81733	0.026032633	8.7340316	0.40076936	26.032633
555.78833	0.026178733	8.7496449	0.39435974	26.178733
556.75967	0.025739433	8.7660239	1.4051755	25.739433
557.73133	0.01463878	8.7824013	8.3683722	14.63878
558.70233	0.00394917	8.7980443	1.7920487	3.94917
559.67333	0.0017984967	8.8151969	0.45789462	1.7984967
560.64433	0.0012620267	8.8308594	0.23387164	1.2620267
561.61567	0.0011161233	8.847285	0.12772191	1.1161233
562.587	0.0012315433	8.8629603	0.20162073	1.2315433
563.55833	0.0013129567	8.8794046	0.11147632	1.3129567
564.52933	0.00144612	8.8951054	0.11493484	1.44612
565.50067	0.0015559933	8.9115673	0.18479725	1.5559933
566.47167	0.0015530767	8.9272866	0.026225223	1.5530767
567.44333	0.0015963833	8.9437644	0.023233941	1.5963833
568.41467	0.0016108767	8.960253	0.13469008	1.6108767
569.38567	0.0016422733	8.9760002	0.13950107	1.6422733
570.357	0.00160076	8.992506	0.088962262	1.60076
571.328	0.0016085467	9.0082711	0.061956403	1.6085467
572.29967	0.0016140333	9.0247966	0.10581796	1.6140333
573.27067	0.00161797	9.0405803	0.095834683	1.61797
574.242	0.00162804	9.0571207	0.067596283	1.62804

