73.1504	1.63725
73.3504	1.58728
73.5504	1.5752
73.7504	1.608
73.9504	1.63331
74.1504	1.55839
74.3504	1.58918
74.5504	1.58244
74.7504	1.5942
74.9504	1.60036
75.1504	1.64753
75.3504	1.64449
75.5504	1.67883
75.7504	1.6406
75.9504	1.58403
76.1504	1.57243
76.3504	1.6302
76.5504	1.58892
76.7504	1.62711
76.9504	1.5836
77.1504	1.5498
77.3504	1.6192
77.5504	1.62446
77.7504	1.67291
77.9504	1.53344
78.1504	1.58725
78.3504	1.58466
78.5504	1.63287
78.7504	1.57111
78.9504	1.62231
79.1504	1.64583
79.3504	1.63751
79.5504	1.57481
79.7504	1.62715
79.9504	1.61598
80.1504	1.60618
80.3504	1.58988
80.5504	1.59539
80.7504	1.59368
80.9504	1.5777
81.1504	1.63
81.3504	1.61917
81.5504	1.59808
81.7504	1.60085
81.9504	1.6402
82.1504	1.65644
82.3504	1.61807
82.5504	1.62536
82.7504	1.61429
82.9504	1.60783
83.1504	1.65482
83.3504	1.63515
83.5504	1.63388
83.7504	1.63469
83.9504	1.62287
84.1504	1.62658
84.3504	1.66316
84.5504	1.64214
84.7504	1.54813
84.9504	1.58491
85.1504	1.60224
85.3504	1.61753
85.5504	1.64531
85.7504	1.61624
85.9504	1.56015
86.1504	1.60992
86.3504	1.65251
86.5504	1.58688
86.7504	1.62092
86.9504	1.61002
87.1504	1.62708
87.3504	1.67807
87.5504	1.54585
87.7504	1.6018
87.9504	1.57513
88.1504	1.5755
88.3504	1.60835
88.5504	1.61246
88.7504	1.55026
88.9504	1.62561
89.1504	1.58523
89.3504	1.6001
89.5504	1.58033
89.7504	1.63869
89.9504	1.61634
90.1504	1.59982
90.3504	1.56415
90.5504	1.5972
90.7504	1.58503
90.9504	1.59125
91.1504	1.56934
91.3504	1.52344
91.5504	1.5657
91.7504	1.60023
91.9504	1.58513
92.1504	1.56075
92.3504	1.57721
92.5504	1.58226
92.7504	1.57944
92.9504	1.55687
93.1504	1.61688
93.3504	1.56049
93.5504	1.63579
93.7504	1.57561
93.9504	1.58588
94.1504	1.53081
94.3504	1.53489
94.5504	1.51453
94.7504	1.5066
94.9504	1.54759
95.1504	1.55603
95.3504	1.57666
95.5504	1.5444
95.7504	1.54104
95.9504	1.55211
96.1504	1.5318
96.3504	1.57848
96.5504	1.52444
96.7504	1.53368
96.9504	1.56368
97.1504	1.53488
97.3504	1.55639
97.5504	1.55659
97.7504	1.59006
97.9504	1.56896
98.1504	1.55337
98.3504	1.56256
98.5504	1.5324
98.7504	1.59118
98.9504	1.58977
99.1504	1.54305
99.3504	1.5687
99.5504	1.5697
99.7504	1.52144
99.9504	1.53203
100.15	1.59158
100.35	1.57559
100.55	1.55783
100.75	1.61128
100.95	1.58637
101.15	1.58533
101.35	1.58905
101.55	1.62549
101.75	1.56673
101.95	1.63257
102.15	1.59748
102.35	1.63642
102.55	1.61854
102.75	1.60977
102.95	1.61679
103.15	1.61135
103.35	1.58891
103.55	1.61053
103.75	1.57839
103.95	1.56448
104.15	1.61604
104.35	1.59204
104.55	1.58749
104.75	1.54865
104.95	1.58653
105.15	1.60201
105.35	1.56361
105.55	1.59289
105.75	1.57251
105.95	1.57718
106.15	1.56764
106.35	1.55754
106.55	1.57913
106.75	1.52122
106.95	1.5908
107.15	1.54161
107.35	1.54789
107.55	1.50565
107.75	1.50525
107.95	1.55038
108.15	1.50232
108.35	1.49281
108.55	1.53826
108.75	1.51789
108.95	1.57235
109.15	1.46201
109.35	1.51305
109.55	1.51552
109.75	1.52445
109.95	1.54787
110.15	1.47922
110.35	1.57268
110.55	1.46688
110.75	1.4838
110.95	1.42577
111.15	1.43313
111.35	1.50867
111.55	1.42783
111.75	1.47851
111.95	1.37925
112.15	1.40945
112.35	1.3852
112.55	1.45619
112.75	1.38461
112.95	1.40457
113.15	1.41407
113.35	1.40429
113.55	1.46926
113.75	1.89638
113.95	2.35889
114.15	1.24153
114.35	1.06417
114.55	0.854023
114.75	0.891404
114.95	0.816963
115.15	0.773125
115.35	0.958491
115.55	1.00487
115.75	1.14329
115.95	1.25939
116.15	1.42935
116.35	1.51848
116.55	1.6716
116.75	1.78114
116.95	1.93493
117.15	2.1455
117.35	2.49797
117.55	4.72647
117.75	5.23939
117.95	5.6575
118.15	5.43223
118.35	5.25169
118.55	5.03623
118.75	4.82612
118.95	4.61978
119.15	4.53044
119.35	4.26753
119.55	4.12444
119.75	3.91058
119.95	3.7088
120.15	3.59333
120.35	3.33326
120.55	3.26934
120.75	3.03198
120.95	2.85639
121.15	2.69805
121.35	2.51302
121.55	2.40673
121.75	2.26686
121.95	2.13427
122.15	2.00041
122.35	1.91442
122.55	1.84153
122.75	1.77154
122.95	1.66824
123.15	1.57982
123.35	1.55345
123.55	1.43639
123.75	1.47997
123.95	1.36804
124.15	1.36819
124.35	1.41096
124.55	1.29355
124.75	1.32368
124.95	1.27475
125.15	1.30421
125.35	1.29436
125.55	1.28303
125.75	1.29004
125.95	1.29388
126.15	1.27904
126.35	1.24113
126.55	1.23196
126.75	1.11552
126.95	1.07553
127.15	1.97617
127.35	0.996721
127.55	1.83536
127.75	1.38292
127.95	1.33248
128.15	1.39472
128.35	1.27877
128.55	1.31554
128.75	1.34851
128.95	1.21728
129.15	1.3689
129.35	1.42363
129.55	1.40578
129.75	1.40475
129.95	1.40513
130.15	1.36088
130.35	1.46665
130.55	1.45374
130.75	1.43221
130.95	1.45889
131.15	1.42144
131.35	1.44529
131.55	1.46562
131.75	1.45921
131.95	1.42388
132.15	1.46623
132.35	1.41526
132.55	1.48919
132.75	1.47516
132.95	1.5195
133.15	1.49657
133.35	1.50362
133.55	1.47978
133.75	1.51342
133.95	1.46319
134.15	1.4714
134.35	1.44141
134.55	1.46587
134.75	1.47234
134.95	1.45098
135.15	1.47223
135.35	1.46318
135.55	1.50709
135.75	1.47765
135.95	1.53606
136.15	1.47019
136.35	1.46797
136.55	1.46145
136.75	1.53132
136.95	1.47464
137.15	1.4874
137.35	1.48202
137.55	1.48195
137.75	1.49884
137.95	1.50936
138.15	1.44715
138.35	1.48887
138.55	1.51516
138.75	1.46868
138.95	1.49878
139.15	1.48508
139.35	1.5175
139.55	1.47682
139.75	1.51416
139.95	1.47712
140.15	1.56883
140.35	1.55533
140.55	1.57718
140.75	1.58251
140.95	1.55212
141.15	1.59334
141.35	1.5555
141.55	1.57426
141.75	1.53893
141.95	1.54593
142.15	1.58292
142.35	1.47985
142.55	1.52097
142.75	1.59896
142.95	1.55784
143.15	1.47764
143.35	1.55272
143.55	1.51242
143.75	1.54908
143.95	1.56528
144.15	1.58186
144.35	1.56532
144.55	1.50119
144.75	1.52332
144.95	1.56142
145.15	1.51572
145.35	1.55579
145.55	1.54696
145.75	1.50653
145.95	1.56835
